iteration,physical_time_s,avg_pressure_pa,avg_velocity_m_s,delta_pressure_vs_previous,delta_velocity_vs_previous
173464,0.004234960937499998,23682.35644478232,6.060754205931156e-05,,
173564,0.0042374023437499984,23682.35928915158,6.061066135448396e-05,0.0028443692608561832,3.119295172400243e-09
173664,0.004239843749999999,23682.36212715352,6.061377370913737e-05,0.0028380019393807743,3.1123546534128047e-09
173764,0.004242285156249998,23682.36495880217,6.061687913854889e-05,0.0028316486495896243,3.105429411518379e-09
173864,0.004244726562499999,23682.36778411163,6.061997765796654e-05,0.0028253094606043305,3.098519417653572e-09
173964,0.004247167968749998,23682.37060309619,6.062306928260265e-05,0.002818984561599791,3.0916246361074743e-09
174064,0.004249609374999999,23682.37341576963,6.062615402763537e-05,0.002812673439620994,3.0847450327209413e-09
174164,0.004252050781249998,23682.37622214631,6.062923190821368e-05,0.0028063766803825274,3.0778805783086057e-09
174264,0.0042544921874999985,23682.37902224014,6.063230293944985e-05,0.0028000938291370403,3.071031236170224e-09
174364,0.004256933593749999,23682.38181606503,6.06353671364274e-05,0.0027938248895225115,3.064196977547334e-09
174464,0.004259374999999998,23682.384603635,6.063842451419657e-05,0.0027875699706783053,3.057377769175257e-09
174564,0.004261816406249999,23682.38738496405,6.064147508777295e-05,0.0027813290507765487,3.0505735763798527e-09
174664,0.004264257812499998,23682.39016006594,6.064451887214145e-05,0.0027751018897106405,3.0437843684985285e-09
174764,0.004266699218749999,23682.39292895453,6.064755588225562e-05,0.0027688885893439874,3.0370101141707364e-09
174864,0.004269140624999998,23682.39569164365,6.065058613303435e-05,0.002762689120572759,3.030250778729112e-09
174964,0.004271582031249999,23682.39844814729,6.065360963936638e-05,0.0027565036398300435,3.0235063320260586e-09
175064,0.004274023437499998,23682.40119847899,6.065662641610699e-05,0.0027503316996444482,3.016776740613939e-09
175164,0.0042764648437499985,23682.40394265257,6.065963647807927e-05,0.002744173580140341,3.0100619722783968e-09
175264,0.004278906249999999,23682.40668068186,6.066263984007718e-05,0.0027380292885936797,3.003361997908603e-09
175364,0.004281347656249998,23682.40941258038,6.066563651685872e-05,0.0027318985194142442,2.996676781542927e-09
175464,0.004283789062499999,23682.41213836179,6.066862652315217e-05,0.0027257814108452294,2.990006293447124e-09
175564,0.004286230468749998,23682.41485803987,6.067160987365349e-05,0.002719678079301957,2.983350501318746e-09
175664,0.004288671874999999,23682.41757162792,6.067458658302683e-05,0.002713588051847182,2.9767093733432354e-09
175764,0.004291113281249998,23682.42027913969,6.067755666590719e-05,0.0027075117686763406,2.9700828803623297e-09
175864,0.0042935546874999985,23682.42298058889,6.068052013689285e-05,0.0027014492006856017,2.9634709856554567e-09
175964,0.004295996093749998,23682.42567598862,6.068347701055549e-05,0.0026953997294185683,2.9568736626393345e-09
176064,0.0042984374999999984,23682.42836535276,6.068642730143133e-05,0.002689364140678663,2.9502908758402232e-09
176164,0.004300878906249999,23682.43104869445,6.068937102402962e-05,0.0026833416886802297,2.94372259829537e-09
176264,0.004303320312499998,23682.43372602718,6.069230819282307e-05,0.002677332729945192,2.937168793446833e-09
176364,0.004305761718749999,23682.43639736429,6.069523882225877e-05,0.00267133711167844,2.9306294357006645e-09
176464,0.004308203124999998,23682.43906271944,6.069816292674601e-05,0.00266535515038413,2.9241044872385376e-09
176564,0.004310644531249999,23682.44172210538,6.070108052066898e-05,0.0026593859402055386,2.917593922967948e-09
176664,0.004313085937499998,23682.44437553595,6.070399161837893e-05,0.0026534305688983295,2.9110977099562553e-09
176764,0.0043155273437499985,23682.44702302415,6.07068962341924e-05,0.002647488199727377,2.904615813468332e-09
176864,0.004317968749999998,23682.44966458323,6.070979438239994e-05,0.0026415590800752398,2.898148207537536e-09
176964,0.004320410156249998,23682.45230022634,6.071268607725965e-05,0.0026356431117164902,2.891694859712341e-09
177064,0.004322851562499999,23682.45492996682,6.071557133299612e-05,0.0026297404801880475,2.8852557364705714e-09
177164,0.004325292968749998,23682.45755381781,6.071845016380779e-05,0.002623850989039056,2.878830811669402e-09
177264,0.004327734374999999,23682.46017179231,6.072132258385763e-05,0.002617974500026321,2.8724200498418694e-09
177364,0.004330175781249998,23682.4627839034,6.07241886072819e-05,0.0026121110895473976,2.8660234242691663e-09
177464,0.004332617187499999,23682.46539016422,6.072704824818285e-05,0.0026062608194479253,2.859640900948002e-09
177564,0.004335058593749998,23682.46799058776,6.072990152063474e-05,0.002600423540570773,2.853272451892408e-09
177664,0.0043374999999999985,23682.47058518713,6.073274843867982e-05,0.002594599369331263,2.8469180450777626e-09
177764,0.004339941406249999,23682.47317397514,6.073558901633155e-05,0.0025887880110531114,2.8405776517320507e-09
